Brand,ScreenSize,Ram,HardDisk,Price
Lenovo,14,16,512,1279.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,32,512,2110.35
Lenovo,15.6,8,256,599.95
Lenovo,15.6,6,1000,528.18
Dell,14,16,256,779.62
MSI,15.6,32,1000,1899
Dell,16,32,1000,1269.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
HP,12.5,8,128,212.98
Dell,13.3,16,1000,1389.77
acer,14,8,128,719
Apple,15.07458908761577,24,512,1899
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,14,16,256,1869
Dell,14,32,512,1749.95
Dell,15.6,4,1000,1999
Dell,14,16,256,1450.77
HP,13.3,16,1000,1482.13
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
MSI,14,16,1000,1334.95
Dell,15.6,32,1000,1789.81
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
MSI,17.3,16,512,1877.99
Dell,13.3,16,512,994.79
Lenovo,15.07458908761577,16,1000,1089.99
Dell,13.4,16,512,1807.78
Lenovo,14,32,2000,2207.14
Dell,15.6,32,512,792.78
Dell,14,16,512,285.98
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
hp,13.3,8,512,815
HP,14,16,256,971.99
Dell,14,32,2000,1575.99
Lenovo,13.3,16,256,1601.99
Lenovo,15.6,4,128,247.49
Dell,14,32,1000,1569.99
Dell,15.6,16,256,878.37
Dell,14,32,512,997.74
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.6,4,256,1999
Dell,15.6,16,512,1159
Dell,15.6,16,256,1597.77
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
HP,13.3,16,256,1149
MSI,17.3,32,512,1699.99
ASUS,14,4,64,199.99
HP,13.3,16,512,1930.77
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
HP,15.6,8,512,902.98
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,64,512,1599
Dell,13.3,8,256,694.19
Lenovo,15.6,8,256,1090.57
Dell,14,16,512,1899
Dell,13,16,512,1031.79
Lenovo,15.6,16,1000,719.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,8,128,529.95
Dell,14,16,512,1472.99
Dell,15.6,64,2000,1030.18
Dell,13.3,8,256,951.99
Dell,14,64,2000,1406.04
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
MSI,15.6,16,1000,1289.89
HP,11.6,8,256,993.99
Lenovo,14,16,512,1455.77
Dell,16,32,512,1438.99
MSI,15.6,16,512,1113.87
Dell,13.4,8,512,1069.81
Dell,14,16,512,1199.95
lenovo,15.6,8,128,599.99
Lenovo,14,16,256,1149.18
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,13.3,16,2000,881.74
Dell,14,8,256,765.75
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
ASUS,15.6,8,512,718.46
ONN,13.3,4,128,203
MSI,15.6,16,1000,1399
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,16,512,1942.83
Dell,16,16,512,708.99
Dell,15.6,16,1000,620.64
Dell,13.3,16,512,934.67
MSI,14,16,512,1099
Dell,14,32,512,1590.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,16,256,822.06
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,13.3,8,1000,1299
ASUS,14,4,64,325
acer,13.3,16,320,299.88
Dell,15.6,16,512,1499
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.6,64,1000,1729.95
LG,17,16,512,1396.99
Dell,14,32,512,885.12
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,15.6,8,256,599
ASUS,13.3,8,512,1399
HP,14,16,256,519.99
Lenovo,15.6,8,1000,791.12
Dell,14,16,1000,1748.04
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,16,1000,1748.04
Dell,15.6,64,1000,1846.99
Dell,15.6,16,512,1550.25
Panasonic,13.1,4,500,399.99
HP,16.1,64,2000,2029.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
SAMSUNG,11.6,4,32,298
Dell,14,16,512,1577.98
Dell,15.6,16,256,1199.95
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
ASUS,15.6,8,512,772.2
HP,15.6,8,256,849.99
Dell,11.6,4,128,305.39
Lenovo,16,16,1000,1779.49
Apple,12,8,512,779.95
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,14,8,256,419
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
acer,15.6,8,256,449
Alienware,15.6,16,512,1329.95
Dell,15.6,32,1000,1550.64
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,14,8,256,295.97
HP,11.6,8,128,229.98
Dell,14,32,1000,1507.16
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,16,1000,1599
HP,15.6,16,1000,2199
Dell,13,16,512,1047.29
Dell,15.6,16,1000,949.95
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
acer,14,32,1000,359.92
MSI,17.3,16,512,1799
Dell,13,16,512,1295.53
Dell,17.3,32,1000,1778.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
acer,14,4,1000,173.92
Dell,16,16,1000,913.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,13.3,16,500,289.95
ASUS,15.6,8,512,723.16
Dell,14,16,512,1680.46
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,16,16,1000,1689
Dell,15.6,64,1000,1085.99
Latitude,13.3,8,128,289.95
Dell,14,32,512,1295.03
ASUS,14,4,128,319.99
Dell,14,12,1000,899
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,8,256,1099.81
Dell,14,16,128,1099.95
MSI,15.6,16,512,1349
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,16,32,2000,1091.99
Dell,16,16,1000,1166.97
Dell,15.6,32,1000,1429.99
Lenovo,15.6,8,256,499
Lenovo,14,8,256,699.99
Dell,13.4,16,512,1899
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
acer,14,16,256,999.99
HP,15.6,8,256,439
Lenovo,11.6,4,1000,244.97
Dell,15.6,16,256,1094.13
Lenovo,13.3,8,1000,536.89
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.6,16,256,1653.74
Dell,17.3,32,1000,1688.99
acer,11.6,4,64,246.39
ASUS,13.3,16,512,769.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,16,256,671.84
Dell,14,16,512,610.68
Dell,14,64,1000,947.06
Lenovo,14,4,128,248
HP,11.6,8,512,249.98
Dell,15.6,32,1000,1900
HP,14,16,256,989.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,16,512,689.99
Alienware,15.6,16,512,1699.95
VAIO,14,16,2000,1930.95
Dell,15.6,16,512,1332.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,14,16,512,311.6
Dell,13.3,16,256,750.74
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,15.6,4,500,248.88
Dell,15.6,16,512,1699.95
Dell,15.6,8,512,989
Toughbook,13,16,500,595.97
Dell,17.3,16,256,1799.95
Dell,14,8,256,254.98
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,32,512,1603.27
Dell,13,8,256,750.74
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,16,512,1646.99
Dell,15.6,16,1000,1488.13
Dell,14,16,256,1549
Dell,13,8,128,750.74
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
HP,15.6,16,512,999.99
Dell,14,16,512,801.99
Lenovo,13.3,16,1000,1129.99
Dell,15.6,4,500,259
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,16,256,276.98
Dell,14,16,256,836.99
Dell,15.6,16,256,269.98
Lenovo,14,8,128,315
Dell,15.6,32,1000,1641.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,16,16,2000,1359.21
lenovo,12.5,8,256,469.99
ASUS,15.6,8,512,1199
Dell,13.3,16,1000,890.99
Apple,13.3,8,128,689.95
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
HP,17,8,256,589
Dell,15.6,16,512,1094.99
Dell,15.6,32,1000,2193.98
MSI,14,8,128,535.88
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,15.6,20,512,585.69
Dell,14,32,512,2220.88
Dell,15.6,16,1000,656.85
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,16,512,861.48
Dell,16,16,512,1183.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Luqeeg,15.6,16,512,392.17
Lenovo,11.6,4,32,199.99
Lenovo,11.6,4,1000,407.88
Dell,11.6,4,128,525.83
ASUS,13.3,1,512,1499
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,8,256,660
Dell,13.3,8,128,1179.81
Dell,15.6,64,1000,1788.99
acer,14,16,1000,999
Dell,15,16,512,1715.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,16,512,1457
Dell,16,32,1000,1887.62
ASUS,15.6,16,1256,1999
Dell,14,8,128,286.43
Lenovo,14,16,256,849
Dell,14,16,512,808.55
Dell,14,16,512,799.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,16,256,1899
Dell,14,32,512,1225.48
Lenovo,14,8,256,1299
HP,14,8,256,586.14
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,8,1000,299
Dell,13,16,256,738.79
MICROTELLA,15.6,8,256,749.99
Dell,17.3,32,1000,1689.18
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,14,8,256,799
HP,16,32,1000,1548.38
Dell,14,8,1000,889.99
Dell,15.6,32,1000,1399.95
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,8,1000,499
Lenovo,15.6,8,1000,587.55
Dell,13.3,8,256,656.52
Dell,13.3,32,1000,1685.69
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,32,2000,1037.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,16,24,1000,1245.99
Gigabyte,15,32,512,1199.99
Dell,15.6,8,256,409
Lenovo,15.6,16,512,2130.16
Lenovo,14,16,512,1615.85
ASUS,15.6,16,512,1229.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,16,512,1274.77
Dell,15.6,16,512,1637.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,16,512,2069.66
Dell,15.6,16,512,1299.95
Dell,15.6,64,2000,2149.99
Dell,13.3,4,500,198.98
Lenovo,13.3,16,512,999.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,32,1000,1046.99
Dell,14,64,1000,988.99
Dell,12,8,1000,899.99
Lenovo,13.3,8,256,1049
Dell,15,16,512,1046.99
Dell,15.6,16,1000,1827.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,14,16,256,988.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,12.5,4,128,899.99
Dell,17.3,64,512,2051.37
Dell,15.6,16,256,843.99
Dell,11.6,8,256,1012.84
Dell,15.6,16,512,1657.99
Dell,15.6,16,512,1102.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.6,16,256,877.99
Dell,11.6,4,1000,195.97
hp,15.6,16,512,1999
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,24,1000,1599
LG,14,16,1000,1635.99
Dell,15.6,64,512,1999
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,14,32,2000,2076.4
Dell,17.3,16,2000,1699
Dell,13.3,16,256,731.97
Lenovo,14,8,256,1059
Dell,14,16,512,1354.99
Dell,13.3,16,512,1540.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.6,16,1000,656.85
Dell,15.6,8,512,1703.99
Alienware,15.6,16,1000,1799.95
Dell,13.3,8,1000,756.99
Dell,16,16,512,702.99
Lenovo,14,8,256,374.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,13.3,8,256,859
Dell,15.6,32,1000,678.08
Dell,14,16,512,841.99
Dell,15.6,16,512,1347.47
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,13.3,16,256,730.99
Dell,14,16,1000,941.99
Dell,15.6,8,256,976.99
Dell,15.6,32,1000,1599.95
Dell,13.4,32,2000,1350.99
Lenovo,15.6,24,1000,1094.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,16,512,1399.95
Dell,14,32,32,880.62
Dell,14,16,512,800.19
Dell,14,64,1000,1134.49
Lenovo,14,16,512,950.77
Dell,15.6,8,256,628.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
HP,14,1,1000,1194.77
Dell,14,16,1000,2086.99
Dell,15.6,16,512,1799
Lenovo,17.3,8,128,686.9
ASUS,15.6,16,1000,1999.99
Dell,16,32,1000,925.99
Dell,15.6,16,1000,1799.81
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
dell,15.6,8,1000,725
Dell,15.6,16,512,1499.95
ASUS,14,8,512,1099
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,16,1000,979.99
Lenovo,15.6,8,0,599
Dell,13.3,8,256,683.99
Lenovo,14,16,1000,695.77
Lenovo,16,16,512,1799
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
acer,15.6,4,32,258.9
Dell,15.6,32,1000,1038.28
ASUS,15.6,32,1000,2099.99
Dell,16,32,1000,765.11
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
lenovo,13.3,8,256,1399.99
Dell,15.6,32,1000,1805.99
Dell,15.6,8,512,1012.99
Dell,15.6,16,512,1068.99
DELL,13.3,8,1000,839.99
Lenovo,14,16,256,1220.99
Dell,14,32,1000,1773.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,32,2000,1031.99
Dell,16,32,512,911.99
Dell,15.6,8,256,919.99
Dell,13.3,16,256,692.99
Dell,13.3,16,1000,1275.81
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
ROKC,14,12,512,469.99
HP,13.3,16,1000,1341.77
Dell,15.6,16,256,1690.99
MSI,14,16,512,936.79
Dell,15.6,32,512,1424.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,17.3,32,1000,2220.99
Dell,14,16,256,956.99
Lenovo,14,8,256,699.99
hp,14,4,1000,339
Dell,13.3,8,1000,963.72
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,13.3,16,512,1102.99
Dell,15.6,32,1000,677.99
Dell,15.6,8,256,368.98
Dell,17.3,32,512,1744.99
Lenovo,11.6,4,1000,369
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
HP,15.6,6,1000,399
HP,15.6,16,512,1296
Dell,13,16,512,1999
Dell,13.3,16,512,1699
Dell,15.6,64,1000,1786.59
Dell,14,32,1000,1929.95
Dell,18,16,1000,2214.99
Dell,14,64,2000,1689.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Lenovo,14,16,512,1099
Dell,15.6,8,512,1293.59
Dell,16,16,1000,1799
HP,11.6,2,1000,228
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,32,1000,1799.95
Dell,13,16,256,1030.99
HP,15.6,8,1000,1699
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,17.3,16,256,1657.21
MSI,15.6,16,1000,928.68
Dell,15.6,16,512,751.06
ASUS,14,16,512,1799
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Lenovo,14,8,256,949
Dell,11.6,16,256,1159.95
Lenovo,13.3,16,512,1799
Dell,13.3,8,256,658.99
Dell,14,16,512,787.99
HP,13.3,8,256,1399
Dell,17.3,32,1000,1799.95
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.07458908761577,16,1000,1790.16
Dell,15.6,64,1000,753.11
Dell,15.6,16,1000,1169.77
Dell,15.6,8,256,533.02
Lenovo,14,4,256,750
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,13.4,32,512,1799
HP,16,16,256,1764.96
HP,16,16,2000,1899
HP,15.6,12,1000,470.04
Dell,13.3,8,512,730.99
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,13.3,8,512,730.99
Dell,15.6,16,512,412.98
HP,13.3,8,256,929
acer,15.6,16,1000,1829.99
Dell,14,8,256,672.99
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,64,1000,999.99
HP,12.5,16,1000,322.98
acer,15.6,8,256,1399
Dell,13.3,16,256,843.99
HP,15.6,16,1000,459.99
DELL,16,32,1000,899.99
ROKC,15.6,20,1000,639.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
Dell,15.6,8,256,877.99
Dell,15.6,32,1024,1429.99
Dell,17.3,32,1000,1778.99
Dell,15.6,16,512,943.69
Lenovo,14,4,500,377.91
Dell,16,8,2000,1421.99
ASUS,15.6,8,512,1999
ROKC,15.6,20,1152,389.99
HP,14,16,64,389.99
HP,15.6,16,1000,459.99
Dell,15.6,16,1000,649.99
ROKC,15.6,20,640,389.99
Dell,14,16,512,823.99
Dell,13,16,256,1030.99
Dell,14,16,256,1056.99
HP,14,16,1000,319.98
HP,15.6,64,1000,999.99
ROKC,15.6,20,1000,639.99
DELL,16,32,1000,899.99
MSI,15.66,32,1000,1599
MSI,15.6,32,1000,1699
ROKC,14,8,1000,589.99
LENOVO,16,16,1000,1304.1
Dell,14,8,256,1499
